LOT_NO,작업일,작업일_최신,양품수량,불량수량,총수량,불량률,건조로_온도_1_Zone_mean,건조로_온도_1_Zone_std,건조로_온도_1_Zone_max,건조로_온도_1_Zone_min,건조로_온도_1_Zone_range,건조로_온도_2_Zone_mean,건조로_온도_2_Zone_std,건조로_온도_2_Zone_max,건조로_온도_2_Zone_min,건조로_온도_2_Zone_range,소입로_온도_1_Zone_mean,소입로_온도_1_Zone_std,소입로_온도_1_Zone_max,소입로_온도_1_Zone_min,소입로_온도_1_Zone_range,소입로_온도_2_Zone_mean,소입로_온도_2_Zone_std,소입로_온도_2_Zone_max,소입로_온도_2_Zone_min,소입로_온도_2_Zone_range,소입로_온도_3_Zone_mean,소입로_온도_3_Zone_std,소입로_온도_3_Zone_max,소입로_온도_3_Zone_min,소입로_온도_3_Zone_range,소입로_온도_4_Zone_mean,소입로_온도_4_Zone_std,소입로_온도_4_Zone_max,소입로_온도_4_Zone_min,소입로_온도_4_Zone_range,소입로_CP_값_mean,소입로_CP_값_std,소입로_CP_값_max,소입로_CP_값_min,소입로_CP_값_range,솔트조_온도_1_Zone_mean,솔트조_온도_1_Zone_std,솔트조_온도_1_Zone_max,솔트조_온도_1_Zone_min,솔트조_온도_1_Zone_range,솔트조_온도_2_Zone_mean,솔트조_온도_2_Zone_std,솔트조_온도_2_Zone_max,솔트조_온도_2_Zone_min,솔트조_온도_2_Zone_range,솔트_컨베이어_온도_1_Zone_mean,솔트_컨베이어_온도_1_Zone_std,솔트_컨베이어_온도_2_Zone_mean,솔트_컨베이어_온도_2_Zone_std,세정기_mean,세정기_std
HZG05,2022.7.18,2022.7.19 6:59,40981,12,40993,0.000292733,100.0284865,0.347967758,101.563,99.0187,2.5443,100.0261785,0.323294407,101.474,99.2704,2.2036,859.4943192,2.484228801,869.412,851.901,17.511,860.0186165,0.467978145,862.369,858.53,3.839,860.0006485,0.291317472,860.777,858.834,1.943,860.0023953,0.313157743,861.062,858.99,2.072,0.450103869,0.00324104,0.472634,0.434892,0.037742,332.2092811,0.096231451,332.483,331.854,0.629,332.1257045,0.118019813,332.335,331.655,0.68,284.1903407,9.223505733,279.9778017,6.538110889,69.6958481,1.139860672
HZD02,2022.4.5,2022.4.6 2:49,89490,58,89548,0.000647697,100.0081648,0.401790724,101.718,98.1708,3.5472,100.010856,0.400283173,101.541,97.9144,3.6266,859.0729754,4.08224821,873.974,844.399,29.575,860.0042801,0.544883227,861.985,857.541,4.444,860.0028743,0.325884288,861.27,859.071,2.199,860.0049637,0.27487703,861.12,858.899,2.221,0.450145846,0.003344669,0.468921,0.430061,0.03886,332.1309891,0.121141502,332.576,331.727,0.849,332.3745624,0.172966817,332.704,331.854,0.85,284.2656489,9.598699775,280.135312,6.606400316,66.82979967,0.479298423
HZE07,2022.5.18,2022.5.19 14:27,77656,2,77658,2.58E-05,100.0165244,0.408457437,101.8748045,98.43022938,3.444575144,100.0320096,0.290069231,101.2960135,99.03821659,2.257796955,859.1110605,4.000452247,875.3495174,848.671577,26.67794044,859.9905086,0.58477993,862.2969294,857.8265639,4.470365487,859.9929503,0.349256508,861.2107339,858.9126196,2.298114283,859.993482,0.353738133,861.3899848,858.5185129,2.871471954,0.450204699,0.004933265,0.485483897,0.419226586,0.066257311,332.1367165,0.135479381,332.5401835,331.6578993,0.882284208,332.6473939,0.115021023,332.9353338,332.2708466,0.664487226,284.8150655,9.474938439,280.7474717,6.848088499,69.94446738,0.479782013
HZF10,2022.6.18,2022.6.19 6:15,90448,10,90458,0.000110549,100.0010484,0.337940298,101.825,98.6797,3.1453,99.99583964,0.278457388,101.327,98.6142,2.7128,859.2245778,3.100045282,874.356,845.845,28.511,859.9929375,0.404324133,861.681,857.801,3.88,860.0045729,0.235203841,861.06,859.16,1.9,860.0019079,0.220535356,861.389,858.94,2.449,0.450114447,0.003466429,0.476596,0.429568,0.047028,332.1037622,0.113288139,332.42,331.685,0.735,332.6423489,0.151866398,333.033,332.051,0.982,284.7790415,9.344867226,280.4319785,6.873057153,69.59261816,0.496356481
HZG03,2022.7.15,2022.7.16 7:57,59957,16,59973,0.000266787,100.0242083,0.314558566,101.686,99.2068,2.4792,100.0054025,0.259796098,101.474,98.9911,2.4829,859.8492562,1.881960046,871.661,855.453,16.208,860.0082531,0.300197349,861.937,859.298,2.639,859.9881721,0.206379439,860.616,858.966,1.65,859.9986608,0.206362896,860.595,858.952,1.643,0.450102601,0.002626076,0.464817,0.438643,0.026174,332.1557669,0.173018589,332.559,331.552,1.007,332.1624647,0.260721987,332.432,331.272,1.16,284.2365294,9.317693323,279.9873812,6.612383819,70.12838838,0.499362582
HZE04,2022.5.11,2022.5.13 5:52,90410,22,90432,0.000243277,100.004548,0.468027275,101.8660993,98.17744836,3.688650892,100.0232251,0.405959867,101.4550868,98.1072318,3.347855046,859.8900003,4.829675972,875.5020244,843.2763556,32.22566882,860.0233355,0.711839749,862.9707708,856.9535831,6.017187666,859.9859485,0.399456648,861.6185748,858.7216709,2.896903895,859.992343,0.343889337,861.1088139,858.4823169,2.626496948,0.450083464,0.004268936,0.473975448,0.423851142,0.050124307,331.9340846,0.355971603,332.4855491,330.8464715,1.639077594,332.620599,0.312950834,333.1455378,331.6452786,1.500259189,284.9732696,9.524493231,280.6115886,6.922224328,68.84432015,0.558389981
HZF11,2022.6.21,2022.6.21 22:38,18127,1,18128,5.52E-05,100.0114804,0.606838091,102.097,97.8272,4.2698,99.94807588,0.480110805,101.297,98.5263,2.7707,858.9149153,4.765821711,875.571,848.342,27.229,860.0124065,0.698924523,862.507,857.627,4.88,860.0050316,0.419223793,861.232,858.72,2.512,860.0013761,0.393867893,861.43,858.553,2.877,0.450046543,0.002661957,0.460427,0.44004,0.020387,332.0156766,0.0981597,332.261,331.777,0.484,332.4928005,0.104775392,332.75,332.237,0.513,283.2240494,9.117058309,279.1383559,6.5982395,69.28360379,0.582771177
HZD17,2022.5.2,2022.5.3 11:49,60147,38,60185,0.000631387,100.0001168,0.410433469,101.983,98.1436,3.8394,100.0106781,0.28642673,101.409,98.36,3.049,858.8837933,3.42485348,874.36,848.258,26.102,859.9954101,0.488990917,862.188,857.596,4.592,859.9947268,0.301979862,861.102,858.836,2.266,859.9898001,0.302809472,861.157,858.738,2.419,0.450143766,0.002742749,0.468168,0.433382,0.034786,332.0612486,0.113201694,332.36,331.665,0.695,332.796581,0.075423936,333.001,332.474,0.527,284.234863,9.576528384,280.2039296,6.732381813,67.7206081,0.495703316
HZC07,2022.3.12,2022.3.16 13:35,74993,20,75013,0.00026662,100.0096546,0.591817581,101.8549209,98.17602216,3.678898756,99.99979861,0.431557964,101.1296552,98.71890197,2.410753261,859.1295701,3.546357826,871.6863374,850.0054647,21.68087273,860.0047449,0.722856265,862.530338,857.6731546,4.857183422,859.9986082,0.446676572,861.2380726,858.6053637,2.632708864,860.0007903,0.420584431,861.1548611,858.4126344,2.742226761,0.442335718,0.016344884,0.473336802,0.402336121,0.071000681,331.9633695,0.120721805,332.3143033,331.5293757,0.784927573,332.2173447,0.149685858,332.4988832,331.7150441,0.783839175,283.8370195,9.65744249,279.8410342,6.532676592,66.93280622,0.347942871
HZC04,2022.3.10,2022.3.10 13:06,18356,2,18358,0.000108944,99.99053571,0.53204845,101.793,97.9762,3.8168,100.0334635,0.414124388,101.328,98.6342,2.6938,859.3179139,3.835901842,872.085,847.302,24.783,859.9933855,0.803918692,862.62,856.905,5.715,859.9961539,0.435162398,861.272,858.354,2.918,859.9969357,0.401456365,861.891,858.791,3.1,0.450165462,0.001379152,0.456299,0.444578,0.011721,332.0819296,0.084897083,332.334,331.857,0.477,332.2995632,0.067943282,332.507,332.067,0.44,284.2259187,9.681983038,279.860298,6.9611253,67.72346706,0.250647842
HZE08,2022.5.20,2022.5.21 0:54,90301,7,90308,7.75E-05,100.0012348,0.517739735,101.775,98.1508,3.6242,99.9975899,0.433964079,101.307,98.2773,3.0297,859.1966131,3.683173887,875.035,845.268,29.767,859.9984617,0.611008073,862.602,857.347,5.255,860.0050978,0.380327844,861.523,858.497,3.026,860.0042732,0.351419853,861.347,858.448,2.899,0.45023796,0.003577071,0.47946,0.432405,0.047055,332.1118268,0.132652905,332.554,331.666,0.888,332.5205383,0.15275028,332.983,332.052,0.931,284.8543156,9.637913124,280.3998802,6.755159209,69.82768021,0.546275365
HZC03,2022.3.8,2022.3.9 12:43,75695,30,75725,0.00039617,99.99059156,0.308870875,100.945,98.441,2.504,99.97799937,0.265453644,100.696,98.2491,2.4469,859.3942727,1.764977147,865.771,852.343,13.428,859.9983372,0.308970043,861.296,858.867,2.429,860.0051878,0.18650975,860.612,859.208,1.404,860.0012001,0.224193028,860.828,859.095,1.733,0.450067716,0.001873533,0.463183,0.439765,0.023418,332.0116363,0.086581756,332.314,331.715,0.599,332.3231369,0.062263915,332.532,332.107,0.425,283.1895149,9.668451698,279.4715292,6.593736925,66.71980988,0.486478459
HZC05,2022.3.10,2022.3.11 4:05,27498,8,27506,0.000290846,100.0230366,0.430106393,102.019,98.4645,3.5545,100.0163545,0.436090167,101.446,98.2392,3.2068,859.3902097,2.881033945,870.86,851.061,19.799,860.0143776,0.585000631,862.539,857.824,4.715,860.0036747,0.30874233,861.091,858.875,2.216,860.0017981,0.312842368,861.304,858.705,2.599,0.45026488,0.002201328,0.461047,0.441359,0.019688,332.0331838,0.104463762,332.287,331.632,0.655,332.2292548,0.134171635,332.477,331.843,0.634,283.7623195,9.560359878,279.7228209,6.487550852,67.59505882,0.302222205
HZF03,2022.6.10,2022.6.11 12:24,90517,4,90521,4.42E-05,100.0027369,0.520214799,102.122,97.6423,4.4797,99.99406121,0.493702997,101.457,98.08,3.377,858.9082755,4.599494657,876.446,844.007,32.439,859.9967518,0.6809013,862.535,857.048,5.487,860.0034366,0.378459653,861.288,858.775,2.513,859.998516,0.372564707,861.673,858.409,3.264,0.450235551,0.005053651,0.479443,0.386209,0.093234,332.1562761,0.151055853,332.547,331.628,0.919,332.187531,0.134167818,332.522,331.67,0.852,283.7617016,9.279701707,279.6275644,6.869638161,68.04141126,0.525026319
HZE13,2022.5.31,2022.5.31 21:50,35676,10,35686,0.000280222,99.99304523,0.55469283,102.192,97.8318,4.3602,99.99120487,0.472642758,101.397,98.4503,2.9467,859.2002644,5.619159423,875.433,845.841,29.592,859.9969551,0.79214424,862.388,856.891,5.497,859.992711,0.446790659,861.488,858.732,2.756,860.0022144,0.427240998,861.455,858.485,2.97,0.450063828,0.005163664,0.48162,0.425524,0.056096,332.0325589,0.202020275,332.717,331.545,1.172,332.5208953,0.159740956,333.059,332.051,1.008,284.9857162,9.522748077,280.3883018,6.639796853,68.27678059,0.587652099
HZB11,2022.3.1,2022.3.2 12:17,45471,10,45481,0.000219872,99.99491779,0.423528241,102.307,98.2296,4.0774,100.0119681,0.376462727,101.656,98.2153,3.4407,859.7905181,2.865034684,872.044,849.423,22.621,860.0070772,0.502545507,862.036,857.948,4.088,859.9953207,0.33574489,860.897,858.911,1.986,860.0012871,0.347397264,861.38,858.934,2.446,0.450146016,0.003024487,0.47112,0.431665,0.039455,331.848124,0.127453347,332.19,331.347,0.843,332.4404595,0.225012517,332.787,331.817,0.97,283.7829253,9.612464437,279.5931156,6.624043767,65.73961425,0.565632263
HZD07,2022.4.13,2022.4.14 13:57,86073,40,86113,0.000464506,99.99522126,0.475459955,101.6722819,98.21537583,3.456906101,99.99154173,0.417042496,101.3515216,98.04769508,3.303826519,858.4700651,4.021386111,872.7617092,843.9706843,28.79102497,859.9983927,0.636668272,862.1043139,857.3868337,4.717480241,859.9995569,0.374261943,861.2358228,858.861336,2.37448686,859.995681,0.342968244,861.2583012,858.7936903,2.464610918,0.450463782,0.004403456,0.470397456,0.431910134,0.038487322,331.822199,0.113084933,332.2169638,331.2754455,0.941518284,332.4880818,0.146260225,332.944952,331.8951974,1.049754636,283.61276,9.513414567,279.7067108,6.116694571,66.89365757,0.533690549
HZD13,2022.4.25,2022.4.27 4:07,74401,14,74415,0.000188134,99.98969963,0.437511697,101.8670003,97.71900344,4.147996829,100.0198449,0.381326713,101.443601,98.26963952,3.173961477,859.4177809,3.503400958,874.7772012,847.162433,27.61476818,860.0022801,0.558283455,862.3108035,857.3270056,4.983797877,860.0011915,0.324601574,861.2003985,858.5937996,2.606598912,860.0023311,0.269926486,861.3289957,858.7658022,2.563193523,0.450216011,0.00364356,0.477837242,0.43304867,0.044788573,331.9105602,0.14902114,332.3147974,331.4543887,0.860408748,332.4169365,0.257904011,332.9391949,331.9805838,0.958611073,284.3170685,9.634066422,280.4969167,6.5687018,66.90555156,1.303171132
HZB05,2022.2.21,2022.2.22 9:04,74537,46,74583,0.000616763,99.99413698,0.460472692,102.269,97.6224,4.6466,99.99308606,0.370185248,101.563,98.2965,3.2665,859.6877682,2.354420575,871.029,850.597,20.432,860.0082022,0.329969705,861.431,858.218,3.213,859.9963575,0.202768836,860.652,859.328,1.324,860.0019834,0.374568538,861.868,858.158,3.71,0.449400995,0.00513541,0.469162,0.410689,0.058473,331.9143711,0.132661402,332.393,331.445,0.948,332.1087692,0.235574914,332.664,331.427,1.237,282.9341833,9.372912066,279.1032083,6.16352537,65.15502089,0.779810418
HZA01,2022.1.3,2022.1.5 6:20,89508,40,89548,0.000446688,99.99278112,0.486974592,101.9191928,97.84432333,4.074869435,100.0361307,0.347438156,101.4215267,98.53971619,2.881810502,859.5390733,2.891232138,870.2320856,850.3245417,19.90754389,859.9948681,0.390812427,861.6564557,858.7314098,2.925045875,859.9939277,0.241660157,861.0005549,859.1223127,1.878242172,860.0022408,0.439197961,861.7474596,858.2642422,3.48321747,0.44962599,0.004844584,0.472423988,0.416400929,0.056023059,329.0884537,0.113810182,329.4096079,328.7103269,0.699280989,329.0736877,0.106746392,329.2955126,328.7542757,0.541236879,283.1473239,9.619424097,279.4652103,6.830680243,69.54992693,1.086705699
HZD15,2022.4.28,2022.4.30 4:07,90186,48,90234,0.00053195,99.99890727,0.47649339,101.8313454,98.01796823,3.813377139,99.97405946,0.433257709,101.4300027,98.20335591,3.226646818,859.1376876,4.5132646,874.8347598,844.3200103,30.51474945,860.0026099,0.694632646,862.0331497,856.7220516,5.311098078,860.0043396,0.381414214,861.4412814,858.7328112,2.708470178,859.9987995,0.280622412,861.2412393,858.9823821,2.258857238,0.4502288,0.002399139,0.466937078,0.438669236,0.028267842,331.9117363,0.161514004,332.2425242,331.4437147,0.798809529,332.6175483,0.242908252,333.03131,332.1102853,0.921024736,283.955503,9.503326994,279.7803256,6.440592253,66.20879286,1.077531927
HZA11,2022.1.20,2022.1.21 0:44,89726,5,89731,5.57E-05,100.0066338,0.338781788,101.912,98.2454,3.6666,100.01058,0.252292967,101.401,98.5351,2.8659,859.6155554,1.973977444,871.3565,851.348,20.0085,860.0029085,0.381311781,861.116,858.875,2.241,860.0138013,0.258872122,860.939,859.174,1.765,860.0031571,0.335613379,861.857,857.992,3.865,0.449920006,0.003176527,0.466862,0.422714,0.044148,332.194903,0.09670706,332.591,331.822,0.769,332.4489947,0.068886894,332.683,332.107,0.576,282.8842645,9.418357056,279.1441209,6.665662912,66.04309391,0.647223672
HZC11,2022.3.23,2022.3.24 6:01,90142,17,90159,0.000188556,100.0026019,0.469222028,101.748,98.0944,3.6536,100.0012267,0.383621906,101.39,98.0769,3.3131,858.5045589,4.744685457,873.433,841.402,32.031,860.0053159,0.700857826,861.919,856.798,5.121,859.9963067,0.413961324,861.399,858.601,2.798,859.9992091,0.32009782,861.316,858.762,2.554,0.450150932,0.003362763,0.471632,0.433237,0.038395,331.9836025,0.105197432,332.378,331.559,0.819,332.6388973,0.107301239,332.86,332.194,0.666,283.6673141,9.557612883,279.7635013,6.380445357,65.47986562,0.52826504
HZC09,2022.3.18,2022.3.19 5:51,89797,16,89813,0.000178148,99.99807015,0.477057082,102.154,98.2038,3.9502,100.0115785,0.342183299,101.347,98.0279,3.3191,858.9678181,2.625798473,869.285,849.968,19.317,859.9970348,0.585361032,862.984,857.015,5.969,860.003233,0.345313068,861.563,858.288,3.275,859.9994237,0.366885523,861.39,858.245,3.145,0.45033187,0.004599368,0.4847125,0.424417,0.0602955,331.9719616,0.113712715,332.369,331.547,0.822,332.3909978,0.114855144,332.618,331.879,0.739,283.8360687,9.607231997,279.8187608,6.231420647,66.53009236,0.389814971
HZF01,2022.6.5,2022.6.7 19:33,90033,12,90045,0.000133267,100.0318733,0.434910437,101.8954094,98.31699031,3.57841913,100.0368617,0.356092413,101.2983205,98.49368549,2.804634999,859.6417572,3.762172837,873.7271102,848.5643957,25.16271454,860.0160417,0.51559435,862.1442733,857.9835246,4.160748692,860.0055946,0.315028146,861.0751517,858.8106323,2.264519396,860.002044,0.310688705,861.1344836,858.6773976,2.45708599,0.436754855,0.043815144,0.487653348,0.271091763,0.216561585,332.1796859,0.224922434,332.6148962,331.4580091,1.156887079,332.1988493,0.209182533,332.6034868,331.5527509,1.050735854,284.7271866,9.682569046,280.539543,7.019670902,68.99068534,0.735130619
HZG01,2022.7.12,2022.7.13 2:29,29925,23,29948,0.000767998,100.077765,0.394076584,101.584,99.0704,2.5136,100.1071406,0.291599265,101.244,98.7721,2.4719,859.8892821,2.226709042,870.338,854.039,16.299,860.0226984,0.34425433,861.75,859.004,2.746,860.0066943,0.262088423,860.58,859.208,1.372,860.0070285,0.303685715,860.877,858.721,2.156,0.450008171,0.002221024,0.463379,0.435349,0.02803,332.1232083,0.225991943,332.571,331.576,0.995,332.0936495,0.329922792,332.482,331.356,1.126,285.0080433,9.238917702,280.647449,6.65043402,69.61429998,0.812119001
HZA14,2022.1.25,2022.1.26 6:19,89616,1,89617,1.12E-05,99.99722163,0.397989272,101.756,98.0614,3.6946,99.99587071,0.264502511,101.384,98.6671,2.7169,859.5848451,2.060538859,871.051,850.987,20.064,860.011244,0.37406126,862.046,858.948,3.098,860.0013199,0.259749806,860.689,859.143,1.546,859.9984484,0.299243963,861.754,858.746,3.008,0.450131624,0.002713905,0.465954,0.432447,0.033507,332.1864507,0.087139656,332.458,331.87,0.588,332.4037922,0.101773339,332.671,332.07,0.601,283.0420987,9.453826818,279.3398175,6.292982487,68.02967382,0.6865841
HZE03,2022.5.9,2022.5.10 16:21,90481,19,90500,0.000209945,99.99246562,0.455456604,101.8685119,97.83723058,4.031281313,100.0185787,0.351503806,101.4003121,98.20769206,3.192619999,858.9173597,3.818300779,874.4377269,846.123214,28.31451295,859.9901649,0.584849939,862.3358764,857.3054037,5.03047274,859.9922596,0.33608969,861.0537806,858.7814459,2.272334696,859.9911191,0.333014292,861.454932,858.7746839,2.680248144,0.450105622,0.003304975,0.471915966,0.434032206,0.037883761,332.0684296,0.125288965,332.4174799,331.6985458,0.718934122,332.7670353,0.125622885,333.0998249,332.4123213,0.687503635,284.4774706,9.625725177,280.3696709,6.503541428,68.43464589,0.475091805
HZB09,2022.2.27,2022.2.28 14:29,104580,44,104624,0.000420554,99.99736437,0.398932103,101.5403718,97.92894412,3.611427649,100.0014451,0.268138649,101.0102471,98.77997935,2.230267701,859.7869516,2.185814852,870.8789408,851.3713695,19.50757134,859.9877318,0.355685428,861.8329659,858.1309876,3.701978284,859.9955539,0.250018926,861.2820231,859.1071384,2.174884692,859.9966295,0.318301387,861.4535423,858.3918943,3.061647958,0.449977036,0.002858904,0.473732509,0.42561689,0.048115619,331.9195726,0.103995298,332.2891023,331.5730916,0.716010705,332.4353942,0.142420289,332.7269335,332.0072029,0.71973054,283.6936396,9.617103249,279.8415276,6.675135175,65.5695771,0.45108197
